date,comment,sentiment
23/04/2019,mtandao haitakagi makasiriko,Negative
24/04/2019,telecom1 swala hiki kifurushi badala gb mmepunguza mpaka mb,Neutral
24/04/2019,manenoizaak sijui mi natumia mtandao tuu telecom1 unanitosheleza ukiangalia yote inafanana tuu line mzigo tuu,Negative
24/04/2019,brighton tz12 kifurushi mb kinaisha kulingana matumizi yako vyema ukaangalia kuna application zozote ambazo zinafanya kazi wewe kufahamu uweze kuzizuia kufanya bando lako likae mrefu,Positive
25/04/2019,laini uwakala telecom1 pesa inauzwa http rhtdoio4zs,Neutral
25/04/2019,asatayo wengi hamja mwelewa asatayo ukitaka kumuelewa fanya lesearch kdg nenda kachukue simu mtu mzima kdg ambae simu kupiga kupokea afu nadra angalia vifurushi vyake angaria vyako utaona kunatofauti dkk mb anapewa mb nyingi,Negative
25/04/2019,mcdanie60771114 mc daniels vifurushi bomba gharama nafuu kupitia ofa saizi yako,Negative
26/04/2019,nnauye nape ndugu nnauye nape tunakuheshimu usishushe heshima yako hili kanakwamba unaishi dubai vifurushi vimebadilika hakuna usawa vifurushi kipato hela tunazolipa tafakari chunguza tume kupeana ajira then fanya maamuzi,Neutral
26/04/2019,tkione telecom1 hyo ofa saiziyako inatofautiana mbna kwangu napewa gb dk shida apo,Neutral
26/04/2019,eliasayahaya1 miriammkanaka habari poletunaomba endelea kutumia vifurushi vilivyobadilishwa kwasasa mpaka tutakapobadilisha ahsante kuchagua telecom3,Neutral
27/04/2019,telecom1 tunafurahia huduma zenu vifurushi haswa dakika nyingi mno buku,Negative
27/04/2019,mlawadidier ttcl mtandao ukimaliza two years sijui services zao,Negative
27/04/2019,telecom2 samahani niulize naweza kupata pocket wifi telecom4 vifurushi vyake viko vipi,Neutral
28/04/2019,telecom1 nafurahia mtandao wangu telecom1 ivi mnafanya mpaka nisiwachoke siku mnafikiria njia mpya kutufurahisha wateja wenu we live it we love it telecom1 for life,Negative
28/04/2019,adamlutta tunaotumiaa mtandao kibos telecom4 tunaruhusiwa kucommet,Negative
28/04/2019,jamiiforums lengo hasa nn maana naona usajili wenyewe upo kiholela mfano mtu anaeza kusajili line ngapi mtandao mf nilisajil line mtandao ikafungwa nilipoenda nikaambiwa ilibid zipishane siku siku naweza kusajili mpya,Negative
29/04/2019,telecom1 mnadhani wana haja kuthibitisha usajili line telecom1 uhuni wenu haiwezekani mpandishe bei vifurushi halafu tusumbuke kutafuta namba nida kusajili line telecom1 japo nimeshasajili msiporudisha kifurushi hamnioni,Negative
29/04/2019,telecom3 chinja25 ngo_1 telecom1 ttcl telecom5tz telecom3tz habari ahsante kuwasiliana nasi tunapenda kukufahamisha tumeyapokea maoni yako mazuri endelea kufurahia huduma zetu ahsante gk,Negative
29/04/2019,telecom1 ushauri bure wekeni namba dharura maalum telecom1 pesa ambayo mteja atakuwa anapiga kuskilizwa tofauti mtu unapiga unakaa nusu saa kuskiliza matangazo mtu yupo wakala pesa imekwama anahitaj ufumbuz wenu,Neutral
30/04/2019,masanojoel joel ujumbe wako umeulizia kifurushi shilingi,Positive
30/04/2019,mujombah telecom3 kweli kaka jana nmejiunga vifurushi vi2 gb1 mbs sa nne usiku kuamka naambiwa nmetumia mbs 1gb,Neutral
30/04/2019,georgemfuko leonard75066273 mangiwakwanza mteja telecom4 kitambo laini nimeitelekeza wanakuanzia kifurushi jero siku kadhaa hukikuti bei unakuta 1000tsh baadae buku hukikuti unakuta 500tsh baadae 500tsh hukikuti ushindwe,Neutral
01/05/2019,beti kupitia wakabet app tovuti g3jxqg3q8n ingia tovuti xpnacmhj1r telecom1 pesa m pesa telecom4 telecom3 money ezipesa namba kampuni kumbukumbu namba ussd telecom4 telecom1 tovuti eakc7murt5,Neutral
01/05/2019,hello telecom1 week mzima internet yenu imasumbua aina gani 4g internet,Negative
01/05/2019,noel isidore for sure coz nina takiribani muongo sijawahi maliza sms kifurushi siku mbili hizi telecom4 imekua kitu kawaidaa nimeiona ajabu sanaa,Neutral
02/05/2019,darmpya kweli kabisa toka jana vifurushi vimebadirika wamepunguza mb dk hakuna tangazo lolote ambalo limefanyika kuhusu vifurushi,Negative
02/05/2019,telecom1 mnazingua kitu kimoja huduma mobile bank ile tsh nn mnaikata mwanzo mapema sometimes huduma haijakamilika mtandao umesumbua inabidi uanze upya mnafyeka nn msikate mwisho huduma kukamilika mnaboa sanaa,Negative
02/05/2019,naelekea mwezi tatu nimewapatia documents zangu kwaajili kupata line telecom1pesa pale wakala wenu shekilango are they serious on business telecom1,Negative
03/05/2019,suphianjuma telecom1 wameungana wenzao telecom2 kushusha vifurushi,Neutral
03/05/2019,kuna mchezo flani kuchota baraka bure jitahidi muamala utaoufanya usisahau kutuma chochote bi mkuwa jambo ukigusa maisha imo demu ukitongoza akatai nazingua,Negative
03/05/2019,bababry tunaomba tufahamishe unashindwa kutumia internet kabisa unapata internet kasi ndogo tufahamishe ukiwasha data simu yako unapata alama gani kati 2g 3g h 4g,Neutral
04/05/2019,rt kabla kukua matumizi intaneti biashara shughuli nyingi zilitumia mbinu tovuti tqoff1g2tj ppa,Neutral
04/05/2019,veronicaevord1 nadaiwa songesha 17k,Negative
04/05/2019,mnaotumia telecom5 kifurushi kipi intaneti kizuri,Negative
05/05/2019,telecom1 kweli kabisa telecom1 shida speed internet sio kasi swala vifurushi mnaupiga mwingi kuna nyumbu telecom2 wamenibadilishia vifurushi vyangu jana nikalitoa li laini lao vifurushi bei unanunua gesi,Negative
05/05/2019,rollymsouth telecom1 mbaya mtandao mbovu huwezi angalia tv online itazunguka unaweza kubamiza simu yako kumbe network hilo pili ukiweka bando mpaka u restart simu ndio irudi mtandao telecom1 mnachefua naona povu langu halitoshi kuenea nitawaandikia makala,Neutral
05/05/2019,telecom2 kifurushi uni tsh mukapandisha mpaka kilikuwa kinajirudia kifurushi gani uongo dhahili wewe haujui mtandao unawizi kutaka kufanikiwa kwakuchukua pesa vifurushi vinatofautiana baina huyu,Negative
06/05/2019,songesha on my mind tovuti s1hzdkv7dc,Negative
06/05/2019,telecom1 kasi mtandao wenu 4g msaada,Negative
06/05/2019,lucasbrowntz ninapata taabu mtandao telecom1 kwakweli kutuma sms,Negative
07/05/2019,roma mkatoliki kauli ukiombwa vocha unajibu uko unasubiria muamala usome,Negative
07/05/2019,godbless lema pauljaffah umetuma tsh mpokeaji telecom4 godbless lema ada tsh vat tsh salio jipya tsh muamala subiri ndugu mteja pending tc70011 txnid 51293355319,Positive
07/05/2019,ttcl tunasikia kuna mswada kuifuta ttcl umetua bungeni inakuwaje,Negative
08/05/2019,familia imekua telecom1 telecom3 mtandao ezypesa telecom1 pesa telecom3tanzania tovuti khimljb5ws,Negative
08/05/2019,telecom3 safi niliwaaaomba hasa feature mmeiweka mngenipa ka m5 tuu zawwadi so naweza pata statements zangu miamala airtle money kupitia mobile app ndio telecom3,Negative
08/05/2019,telecom1 inafuta mnara kabisa kidogo inaridi 4g,Neutral
09/05/2019,nazmin68 londontz17 unyama ssna londontz17 songesha miaka we kidole tumbo more years blood mungu akuweke huna baya mtu nazmin68,Neutral
09/05/2019,mariam2022 ttcl aipandishi mtandao,Neutral
09/05/2019,unatumia 1gb ambayo approximately tsh so mwezi 30k tsh intaneti kazi ipo,Neutral
10/05/2019,nimenunua salio 4g simu card 4g telecom5tz telecom4 hamjasema megabando ajili 4g mpaka mtu akishanunua ndio mnaleta ujumbe 4g sio utapeli kweli,Negative
10/05/2019,tanzaniaye2 tunakutakia jioni njema endelea kutumia mtandao telecom1,Negative
10/05/2019,somebarry kwani wewe unaona mb tovuti qmeyfehzzm umekuwa wakala telecom1,Negative
11/05/2019,zplanmaster mtandao wewe rudi telecom4 enjoy maisha ktk dunia,Neutral
11/05/2019,telecom2 telecom2 mbona mnataka kututoa reli hatuzungumzii kuondoa vifurushi tunachotaka kujua inakuwaje vifurushi bei ile ile mwanzo mmevipunguza kimya kimya kutujuza sisi ambao ndio walaji huduma zenu mnahisi mpo sawa,Neutral
11/05/2019,njiwaflow telecom2 kupunguza vifurushi kimya kimya ndio,Neutral
12/05/2019,telecom1 no lkn nikipigiwa naambiwa no yko imezuiliwa jalibu badae nikimpigia mteja wwte tho mtandao mwingine naambiwa ivo ivo sms zinafika lkn simu haziingiii,Neutral
12/05/2019,telecom1 naanisha kuifadhi kumbukumbu miamala telecom1pesa app inagoma kuonekana,Neutral
12/05/2019,telecom1 telecom5tz gb mwezi 4g mnasemaje,Negative
13/05/2019,maua mg songesha,Neutral
13/05/2019,telecom1 telecom1 mmekua ovyo kabisa mmeshusha vifurushi garama ile ile taarifa,Neutral
13/05/2019,charityflora1 johnmbundi kalage jr vwalaviola manenoizaak winharder happie thom giantism255 presenternoah lpdigitaltz mitandao ukiitumia vizuri ajira mitandaonidata digitalrightstz,Negative
14/05/2019,nakosfit habari tunapenda kukufahamusha upate huduma 4g unatakiwa vifuratavyo eneo linaweza kupata huduma 4g simu inayokuwezesha kupata huduma 4g laini yako iwe 4g huduma,Neutral
14/05/2019,nawashauri acheni kuwauzia vifurushi bei ghali wateja wenu wenye matumizi makubwa internet kwanini mteja anayetumia auziwe bei ghali mnataka tuwe tunabadilisha line ku access internet yenu cc telecom2,Positive
14/05/2019,gemin geo we asaivi umekuwa wakala telecom1,Negative
15/05/2019,mwanzalimaa itakuwa kaipenda no yako kaenda kuhonga kampuni wakaiblock kwako wakamsajilia yy hukuitumia mrefu maana mtandao km aitel mwezi ukiwa out wanampa mwingine,Positive
15/05/2019,fatmahshokat telecom4 makato kidunchu,Neutral
15/05/2019,kufikiria kumblock mtu wako mtandao kijamii kufanya manunuzi vitu vyako kumgundua mtu nyota ng ombe mnafiki kwako punda simba mshale kujisikia huru wasiwasi kuhusu,Negative
16/05/2019,nasra msenga telecom1 mtandao unaobana mb zinaenda tartbu,Negative
16/05/2019,nimekutana jamaa kavaa nguo nyekundu zote nikajua wakala mpesa nikawa namemwambia anisajilie line matusi aliyonitukana nikioga naona sitatakata,Neutral
16/05/2019,azamtvtz mnazingua yaani tumelipia vifurushi vyetu gemu inaendelea afu nyinyi mnatuwekea mambo mengine matangazo meeeengi tuwekeeni mpira bana tucheki aise tovuti noy5d5cenm,Negative
17/05/2019,telecom2 boresheni huduma zenu kuwe uwezekano kusitisha muamala mitandao mingine haraka,Negative
17/05/2019,ellybanyambala florencefelix13 telecom2 telecom1 telecom3 telecom5tz emmanuel telecom3 upo utaratibu ikiwa mteja wetu amefariki ameacha pesa account ezypesa wasimamizi mali wanatakiwa kufika ofisini kwetu kitambulisho taifa cheti kifo kupatiwa utaratibu kukabithiwa pesa hizo ahsante,Neutral
17/05/2019,telecom1 sijawasha sim tangu jana jioni nimeambiwa pesa imetumwa telecom1 pesa app app yenu situmii,Negative
18/05/2019,telecom1 mtandao kiwizi kinoma how come on earth 5gb within two hours ikaisha just twitter and whatsapp really,Neutral
18/05/2019,telecom1 4g imekuwa mbovu kifurushi changu kinaenda bure mbona mtandao umekuwa mbovu,Positive
18/05/2019,serikali imeifutia deni ttcl sh bil kuligeuza mtaji iweze kuimarisha uwezo kutekeleza majukumu kiushindani tovuti bb0yn7u66t,Negative
19/05/2019,telecom1 4g mnazindua leo,Neutral
19/05/2019,hakikisha hupitwi hamia telecom3 4g ufurahie kuperuzi mtandaoni intaneti yenye kasi telecom3 4g tembelea maduka yetu telecom3 mawakala wetu kubadili laini yako 4g ufurahie intaneti yenye kasi telecom3 4g airte4g ndukinduki telecom3 tovuti ybuwc4dvrq,Neutral
19/05/2019,huduma nzuri iliyobaki mtandao telecom1 telecom1pesa,Negative
20/05/2019,telecom1 naomba ufafanuz kujiunga offa ukihamisha kuanzia laki bank telecom1pesa,Neutral
20/05/2019,nikitaka kubalance hili kupunguzwa vifurushi nafanyaje fanyaje tovuti q7df0qmj68,Negative
20/05/2019,zittokabwe iamartin telecom1 wanakijiji itakuwa mashujaa maan kijiji kingine ajili kukupigia simu kukwambia telecom1 wanafunga connection mtandao moyo hali,Negative
21/05/2019,siri kushinda haijabadilika kucheza kujiamini kukata tamaa alivyoshinda david swai wewe unaweza kushinda unasubiri ingia telecom1 pesa m pesa telecom3 money telecom4 tovuti fjtnkfgoqf,Neutral
21/05/2019,kutumia telecom3 kunahitaji uvumilivu mtandao mbovu internet sijapata ona,Neutral
21/05/2019,nimeipenda idea kuwatumia tanesco zile njia zao kufikisha umeme kufikisha intaneti sehemu wazo hili likifanywa vyema usahihi teknolojia itaongeza kasi maendeleo nchini kudos ict commission tovuti taiprt0x6u,Neutral
22/05/2019,telecom1 hahahaha inakuwaje mnaweka mtandao 2g pekee wako 5g huko anyway nishawataarifu wizarauum,Neutral
22/05/2019,nyangasa ma frankmweteni actually you don need telecom1pesa app even if you use ussd you can pay from any network it s not limited to telecom1pesa customers only,Neutral
22/05/2019,hancymachemba nnauye nape telecom3 ttcl 55gb leo 3gb,Positive
23/05/2019,bob mchelsea telecom1 telecom1 wamekua wababaifu mno niliwahi kununua bundle dstv kumbe famba nikaja kununua vifurushi wakala pesa zangu wakaingia mitini hutakaa usikie ngo_1 wakizungumzia uhuni telecom1 wanakomaa corona siasa utadhani chama wagonjwa,Positive
23/05/2019,yo telecom1 next time andikeni 4g or 4g internet iko slow,Neutral
23/05/2019,raphyrodrick shida inaanzia wanakupa vocha hawakuwekei telecom4,Neutral
24/05/2019,mafolebaraka telecom4 kupitia songesha,Neutral
24/05/2019,bonyeza laini yako telecom1 then upate saizi yako nakukumbusha saiziyakosimchezo tovuti tszi2vqjgs,Neutral
24/05/2019,mnaotumia mtandao telecom1 kweli asubuh kinanoga mpango wachache,Positive
25/05/2019,johns bobby telecom2 telecom3 inamalizia wapi master natumia ttcl for internet wakinipa ile warning nina mb50 matumizi kawaida naweza piga ata 2hr uber nikaita freshyyy twitts pale unaweza ujiunge kifurushi kawaida sms ngora alaf wakupe 50mb utafurahi status kwisha,Neutral
25/05/2019,ngo_1 ccc wafuatilieni telecom3 wametoa kifurushi sms sh sms wiki siku kushangaza ukituma sms siku wanakuzui huwezi kutuma sms siku sms lkn wanatudanganya sms nnauye nape,Positive
25/05/2019,telecom2 tuwaambie tuu ukweli mwenyewe natumia telecom4 wanipigie tuu sjawai kuweka vocha miezi miwili vifurushi vyenu internet vipo natumiaga telecom1 tuu napewa dakika150 mitandao yote gb1 100sms wiki nitaamaje telecom1 mfano,Positive
26/05/2019,shilinde cc ttcl hili tatizo sio kwako bro shilinde cc mie kwangu naona wameminya kasi 4g haina speed kabisa,Neutral
26/05/2019,givenality babaalexa mwananchi akitaka kutuma hela mtandao mwingine halazimiki kujua mtandao anayemtumia telecom4 telecom3 telecom1 ttcl hatotel etc mtuma fedha anatakiwa kujua namba huenda jina mtumiaji the rest tips itajua namba mpokeaji mtandao gani,Negative
26/05/2019,telecom2 ecejay idrissultan unajua mtandao telecom4 miaka ivi karibuni mnajidanganya kwel mtandao wenu upo vizuri mnapata jeuri vifurushi mkiamka tuu mnabadilisha sawa endeleeni saivi tuna telecom1 telecom3 telecom3 ttcl telecom5 awa ndio wanaoongoza kusajili saivi,Negative
27/05/2019,telecom2 telecom1 sina swali nataka kujua kuhusu kitochi smart 4g,Negative
27/05/2019,telecom1pesa,Negative
27/05/2019,mtwa mkwawa bando telecom3 wanakulambishaa,Neutral
28/05/2019,telecom1 telecom1 inachukuaga mda gani kurudisha pesa mteja wenu kulipia kifurushi internet bando sijapata transaction imekamilika hili swala tangu jumatatu mpaka now sijapata kifurushi internet wala kurudisha pesa,Negative
28/05/2019,manenoizaak ttcl hapana just imagine uweke hela zako huduma tpesa waje nao kikokotoo sijui utalipwa halafu nyingine utaendelea kupewa kidogokidogo presha kujitengenezea hizi,Neutral
28/05/2019,baba mogaka telecom3 money wanakupigia tovuti kjlvgffro3,Negative
29/05/2019,telecom2 3g 4g zinasumbua itakuwaje 5g itakuwa uongo telecom2 mnisikilize vizuri mtandao wenu upo bando linaenda kasi bei vifurushi msipobadilika,Positive
29/05/2019,telecom1 mbona mtandao wenu siuelewi kbs izi siku ngapi yan naunga gb zangu zinateketea kishamba sababu mtandao wenu slow yan 4g inasimama mtandao unakuwa weak,Neutral
29/05/2019,telecom1 aiseeeee nikinunua bando haisaidii tuleteeni 4g 3g tutafurah,Positive
30/05/2019,brighton tz12 habari asante kuwasiliana nasi tungependa kujua unapata tatizo upande upi kati kupiga simu kutuma sms intaneti ahsante kuchagua telecom3,Negative
30/05/2019,mtandao telecom1 hovyo kabsa zikibak mb30 azfanyikaz ata ukijuinga,Negative
30/05/2019,nnauye nape mnqchukulia internet kiwango flani haya makampuni simu haya washauri walete huduma kulipia mwisho mwezi kusiwepo haya mambo kuisha kikokomo vifurushi kuwepo unlimited mobile service ndivyo dunia inaishi end of the month unaletewa invoice,Negative
31/05/2019,mpango mzima kucheza fifa fc nantes newcastle fc chomoka mkwanja playstation ingia tovuti fokjomibmx ucheze tumia ufundi wako fifa kupiga pesa chezabilabando tovuti ljxoy7qljk,Negative
31/05/2019,telecom3 mnanioje kununua kifurushi comb mb gb kweli hizo zarau pelekeni huko ngo_1 tovuti cffqx1fcub,Negative
31/05/2019,nchumilijo ahsante kuwasiliana nasi telecom3 hubadilisha vifurushi vyetu mbali mbali kuendana husika piga i49 uchague kifurushi siku wiki mwezi maalum ajili yako endelea kufurahia mtandao wenye kasi 4g pasua anga kitelecom3 4g,Negative
01/06/2019,telecom3 achen uhun rudishen vifurushi mwanza vyotee uni ofa kiko wap ttcl wanaofa maana sjafunga nanyinyi ndoa mpka leo inatosha ngo_1 kuna wenu,Negative
01/06/2019,telecom5tz kweli hapana hili kupandisha vifurushi kimya kimya siwaungi mkono nawahama,Neutral
01/06/2019,iamkaga sorry songesha dhamana inayowekwa ipi mtu anaweza vunja lain akasajili nyingne,Negative
02/06/2019,hechejohn vifurushi vinapanda tuiache halafu wanatudanganya sio tozo,Neutral
02/06/2019,nipige tafu m pawa telecom1 nivushe songesha alaf nisajiri vidole bole mninyonge ngo_1 fungeni nimewapa ruksa,Negative
02/06/2019,makaburi yawekewa huduma intaneti tovuti fxtysojvmf,Negative
03/06/2019,telecom3 mmenifanyia wizi bando langu gb kweli mnanikosea niliwaamini sikutarajia,Negative
03/06/2019,telecom5tz telecom5 nimenunua kifurushi tshs menu my offer mnasema dakika mitandao yote kuactivate kifurushi mnaniambia dakika telecom5 uhuni mnaofanya siyo mzuri mtoa huduma wenu analugha mbaya tovuti i8paiicprx,Negative
03/06/2019,omaryahmad65 habari kush kemet tunaomba kufahamu changamoto maoni maswali kuusiana mtandao telecom1 kwasasa,Neutral
04/06/2019,telecom3 kipengele huduma wateja telecom3 mko vizuri hasa kuongea mtoa huduma wateja ukiwa shida hilo halina ubishi vifurushi vyenu maongezi viko fresh boresheni huduma hizi kununua luku internet iko slow,Neutral
04/06/2019,natumia telecom2 mtandao wenye kasi tumia telecom4 maana watalamu mawasiliano tupo piga kuchagua kifurushi chako tovuti zw4pyfeksa,Neutral
04/06/2019,kujiondoa wakishua unabonyeza ngapi uninstall telecom1pesa app telecom1 tzz,Negative
05/06/2019,telecom1 habari telecom1 naitwa isack wakala usajili nipo jijini mbeya mwezi uliopita nilisajili laini nyingi telecom1 sababu mlikuwa mmeweka vifurushi vizuri kile gb wiki upuuzi mlioufanya kosa kupunguza hilo bando gb,Neutral
05/06/2019,telecom3 supa 4g ipo misungwi mwanza peruzi strim pakua video mtandaoni kasi ukiwa misungwi mwanza kutumia intaneti telecom3supa4g anza kutumia telecom3 ufurahie ofa dabo data miezi mfululizo telecom3 tovuti fplbb5wtcf,Neutral
05/06/2019,telecom3 telecom2 mmegoma kuturudishia vifurushi awali,Negative
06/06/2019,telecom1 habari jana nilinunua bando internet ambalo litaexpire leo mchana usiku nikanunua bando siku ajabu napotumia internet mnakata bando siku mnaacha ambalo litaexpire mchana nahitaji gb zangu mdeduct hilo linaloisha mchana wizi,Neutral
06/06/2019,jamesmbowe4 telecom1 kuanzia jana sitaki kabisa lain telecom1 nilinunua hel yang stop mtandao kipumbav kampeni tunatania spaces,Neutral
06/06/2019,telecom2 frank kalago telecom2 majibu yenu yanakera eti mmeondoa baadhi vifurushi nani kalalamika kuhusu wingi vifurushi tunataka mb acheni wenge tovuti lavaprln3k,Negative
07/06/2019,patrick urassa telecom1 telecom2 kigogo2014 mtandao umekuwa hovyo kabisa bando internet takataka yaan unanunua gb haina tofauti mb ninawahama very soon,Neutral
07/06/2019,tanescoyetu telecom3 telecom1 ttclcorporation kwahiyo nihiyo mitandao mitatu inatohuduma tunao tumia mtandao telecom4 hatuwezi kununua umeme,Negative
07/06/2019,itakumbukwa kituo sheria haki binadamu lhrc mtandao watetezi haki binadamu thrdc chama wenye ualbino tas walitoa tamko wakiitaka serikali kuwachukulia hatua kisheria watuhumiwa,Negative
08/06/2019,mabando yote telecom1 ndio linakaa mrefu regardless umeweka 4g ama,Neutral
08/06/2019,cyprianpeter tufahamishe wewe unapata tatizo gani mtandao 3g,Neutral
08/06/2019,fanya kubofya chagua saizi yako ujipatie vifurushi vinavyoendana bajeti yako telecom1 pekee saiziyako tovuti yefbno3pxc,Neutral
09/06/2019,nguvu mtandao tuendelezee kudai katibampya wenyenchiwananchi tovuti jlaggr6hum,Positive
09/06/2019,swahilitimes ttcl kampuni muungano inawezekanaje mwenyekiti bodi nakurugenzi mkuu wawe tanganyika jmakamba ccm hpolepole,Negative
09/06/2019,mpwa255 bei vifurushi hizi mpya aloooo,Neutral
10/06/2019,ttclcorporation mmeamua kuua mtandao kusudi magufuli mlikuwa mnaenda vizuri kifo chake mmeamua kabisa kuuzika mtandao,Negative
10/06/2019,ttcl wanatoa 10gb tsh wakaja 5gb tsh leo 5gb tsh pote wanabadirisha kimyakimya unalala unaamka vifurushi vimebadirishwa kuna kazi zao mitandaoni ttclcorporation ngo_1 nnauye nape engkundo yonazijim tovuti ypxpbqaiou,Negative
10/06/2019,manfrmeast huduma nyingine mbali mbali kukidhi mahitaji wateja wetu vifurushi vyetu telecom4 huisha kulingana wastani matumizi mteja tunakushauri kujiunga kifurushi kulingana matumizi yako,Negative
11/06/2019,nashkuru mtandao telecom1 kutukumbuka vocha ijuma leo ahsanten endelea kutfurahisha,Negative
11/06/2019,waziri mawasiliano teknolojia habari mhe dkt faustine ndugulile aipongeza shirika mawasiliano ttcl corporation kuboresha muonekano vituo huduma wateja nchi nzima kuongeza mvuto wateja huduma mawasiliano tovuti 9wo5chiavz,Negative
11/06/2019,ttcl nao wanatakiwa wafanya promosheni nguvu nimestuka kusikia laini ttcl gharama sh elf vocha zinaanzia sh elfu 2,Negative
12/06/2019,yanga tume wafanya wamuzi mbona wanatuchukia kwakua telecom1pesa azisomi wanashindwa kutafsili sheria football,Positive
12/06/2019,its mubah abaki deni songesha,Neutral
12/06/2019,mapenzi vifurushi bado kuna buku laki kuendelea wewe unajichagulia upendwe vipi ukikosea inategemea kifurushi chako kuna kifurushi ufanye kosa gani msamaha upotu ukiona hupendwi ongez kifurushi,Negative
13/06/2019,ofisi mkurugenzi upelelezi mkosa jinai kushirikiana taasisi nyingine kiuchunguzi kifedha wameanza kuchunguza malalamiko baadhi wananchi kutapeliwa fedha zao kampuni kaylnda e commerce njia mtandao utapeli kaylnda tovuti ubx8vmo5un,Negative
13/06/2019,telecom1 kweli telecom1 mtandao ajabu kabisa yani vifurushi vinabadilika inaonekana mmechoka wateja jiandaeni kupoteza wateja,Negative
13/06/2019,jfute mie mwenyewe navuta niweke telecom5 vifurushi usiku,Negative
14/06/2019,miriammkanaka mtandao telecom1,Negative
14/06/2019,allymohamed63 ttclcorporation kalamata son venturesson max zitatu telecom3 kabisa aisee kitu inakera hasa usiku yaan huduma tpesa usiku inasumbua,Neutral
14/06/2019,maumivu yatakayomgusa mtu ushuru barabara lita petroli dizeli tozo mafuta taa toka sh muamala simu sh siku laini simu bajeti2021,Neutral
15/06/2019,acha niangalie hizi nguo zinazo pita nyuma zimewekwa vifurushi,Neutral
15/06/2019,atwoliya anthonyrakuom ndio poa haujitaji kisumbukana ati utoe zote songesha kando kias kidole uzimie kazi rahisi,Negative
15/06/2019,babuu39931144 chitage edwin kigogo2014 rose mayemba kwani mafuta hawatumii mawaziri wabunge kwani hawapigi simu wala kutumia mpesa sijui telecom1pesa vingine hawaweki salio dada sometimes unapokuwa negative person waza kutumia akili yako usipelekwepelekwe pimbi dada,Neutral
16/06/2019,wale wazee nitumie pesa kwny namba bado wanatutumia sms zao kitapeli telecom1 telecom4 telecom3 telecom3 telecom5 mna mpango gani jamaa,Neutral
16/06/2019,huwa anabeep kabisa jana kanibeep nilivyompigia akanambia nimsaidie lipa deni songesha tovuti vppqoabbpx,Neutral
16/06/2019,hyo telecom5tz mmeamua kubadilisha vifurushi kutoa taarifa wateja wenu mheshimiwa nnauye nape haya maswala yamekaaje mbona siku mitandao wanabadirisha vifurushi hawatupi taarifa,Neutral
17/06/2019,telecom2 sio mtu anasoma gazeti muwe mnatuma message mbona songesha mnatuma vipi afu boresheni vifurushi sio mnapandisha pandisha,Neutral
17/06/2019,big0047 ulikua unadaiwa songesha,Neutral
17/06/2019,telecom2 mbona sina deni songesha naambiwa sikopesheki,Neutral
18/06/2019,telecom1 sms gb1 napaki laini yenu aisee mtasubiri nahamia ttcl mtandao taifa,Positive
18/06/2019,telecom3 telecom3 mnakera kuonekana waongo mnapotuma sms mteja wenu amepata kifurushi kipya alafu kiualisia hamumpi ie ofa yako pata data amp,Neutral
18/06/2019,telecom1 4g leo mtandao upo kwanini,Negative
19/06/2019,wanetu warabu wamefikia 7bn hakuna namba telecom1pesa mpesa nasisi tuwaongezee kidogo angalau wafike 7bn tovuti y33sjvll8r,Negative
19/06/2019,telecom2 gnnanyaro2014 niliwahi kupata huduma mbovu nilipopiga customer care ilihusu muamala wangu mpesa kufeli crdb nikaamua kuingia mtandaoni kuwasiliana nanyi kuchati email nilipata huduma nzuri sijawahi ona tatizo langu lilitatuliwa mfupi pesa ikarejeshwa,Neutral
19/06/2019,fatmasulley unatumia telecom1 pesa telecom4,Negative
20/06/2019,telecom3 mlete vifurushi bule hakuna hatakaetaka kutumia mtandao wenu sms unatuma leo inafika kesho cm ipo hewa et haipatikan internet mbovu hakuna mfano 4g 2g telecom4,Negative
20/06/2019,telecom3 lazima tuwaambie ukweli telecom3tanzania mna huduma mbovu kuliko mitandao mingine yote simu nchini just imagine mtu anajiunga kifurushi internet elfu gb masaa mawili anaambiwa ametumia bundle lake is this serious matumizi yoyote,Negative
20/06/2019,mariastsehai kadhia bando ama vifurushi internet kupanda inakera mnoo nina kadi ccm mziki naucheza dah,Negative
21/06/2019,habari mwanjalajr26 imeingia laini telecom1i muone wakala mpesa siyo telecom1pesa tupe ufafanuzi uko wakala yupi,Negative
21/06/2019,kuna msukuma kaona gari telecom4 kajificha et kisa anadaiwa songesha,Negative
21/06/2019,dosarahma nisawa kumtafuta mtaani analog mtandao digital hiyo100 its good,Negative
22/06/2019,el classico nani ataupiga mwingi nakutoka ushindi mtanange mkali real madrid barcelona weka pesa kupitia mpesa telecom3 money telecom4 beti uweze kuingia droo kujishindia sportpesabetbonanza tovuti f9pdsw471g,Neutral
22/06/2019,saizi yako unaanza kumpigia kuperuzi nani gb mb kibao dakika kibao sms gharama nafuu unasubiri piga chagua saizi yako tembelea muuzaji telecom1 rusha saiziyako tovuti 0phck72uri,Neutral
22/06/2019,iamkachuijr haka ukikanunua huna haja kutafuta plate number unakipeleka wakala telecom4 unakasajili alama vidole imeisha,Negative
23/06/2019,fazaneimnyama telecom2 leo nikasema acha nijiunge bando telecom4 week hiv natafuta line telecom1,Negative
23/06/2019,telecom1 rollymsouth mtandao wenu garama,Negative
23/06/2019,kuna fununu wanalia kuhusu mtandao sidi safaricomplc its is simple transparent amp honest tunawakaribisha,Neutral
